,title,isbn13
8917,All Souls: A Family Story from Southie,9780345441775
8918,"Wizard at Large (Magic Kingdom of Landover, #3)",9781857231038
8919,The Bad Seed,9780060795481
8920,"Connected (Connections, #1)",9780698145092
8921,"Angel Fire (Angel, #2)",9781409522010
8922,Growing Up Amish,9781414339368
8923,"Taking Shots (Assassins, #1)",
8924,"Sweet Addiction (Sweet Addiction, #1)",
8925,Bomb: The Race to Build-and-Steal the World's Most Dangerous Weapon,9781596434875
8926,Maximum City: Bombay Lost and Found,9780375703409
8927,The Last Wife of Henry VIII,9780312352189
8928,The Complete Tales and Poems,9780525467267
8929,"Gideon's Sword (Gideon Crew, #1)",9780446564328
8930,"A Caribbean Mystery (Miss Marple, #10)",9780451199928
8931,Accident,9780553807189
8932,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,9781595231031
8933,"When Christ and His Saints Slept  (Henry II & Eleanor of Aquitaine, #1)",9780345396686
8934,Great North Road,9780345526663
8935,"Fall From Grace (Mad World, #1)",
8936,The Complete Short Novels,9781400032921
8937,The Berenstain Bears Go to School,9780394837369
8938,Curious George Takes a Job,9781844285082
8939,Superman for All Seasons,9781563895289
8940,La casa de Bernarda Alba,9781585101436
8941,"Retribution (Dark-Hunter, #19)",9780312546601
8942,Glue,9780099436928
8943,"Unhinged (Splintered, #2)",9781613125342
8944,How to Fall in Love,9780007350490
8945,"Until You (Westmoreland, #3)",
8946,"Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)",9780786939503
8947,Streams in the Desert,
8948,"Venom (Elemental Assassin, #3)",
8949,The Shadowhunter's Codex,
8950,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",9781577344674
8951,"Blue is for Nightmares (Blue is for Nightmares, #1)",9780738703916
8952,Carrie / 'Salem's Lot / The Shining,9780517219027
8953,"Personal Demon (Women of the Otherworld, #8)",9780765328083
8954,"The Way of Kings, Part 1 (The Stormlight Archive #1.1)",9780575097360
8955,The Christmas List,9781439150009
8956,How to Make Love Like a Porn Star: A Cautionary Tale,9780060539092
8957,The Tenth Justice,9780446606240
8958,Stella Bain,9780316098861
8959,"Dark Days (Skulduggery Pleasant, #4)",9780061542770
8960,"The Green Mile, Part 3: Coffey's Hands",9780140258585
8961,"Jacob (Nightwalkers, #1)",9780385344227
8962,You Slay Me (Aisling Grey #1),9780451411525
8963,Perfect,9780802798237
8964,Clifford's Halloween,9780590442879
8965,"Lyra's Oxford (His Dark Materials, #3.5)",9780375828195
8966,"If I Die (Soul Screamers, #5)",9780385613460
8967,Private Berlin (Private #5),9780316211178
8968,The Other Daughter,9780553576795
8969,Amazing Grace,9780803710405
8970,The Redemption of Althalus,9780345440785
8971,Slammerkin,9780156007474
8972,"Simply Irresistible (Chinooks Hockey Team, #1)",9780446571616
8973,"About That Night (FBI/US Attorney, #3)",
8974,"Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)",9781421500621
8975,On the Night You Were Born,9780312346065
8976,MWF Seeking BFF: My Yearlong Search For A New Best Friend,9780345524942
8977,"Skin Deep (Legion, #2)",
8978,"Wicked (A Wicked Saga, #1)",9780060987107
8979,"Insatiable (Insatiable, #1)",9780061735066
8980,"Where I Belong (Alabama Summer, #1)",9780061978845
8981,"Back on Blossom Street (Blossom Street, #4)",9780778324515
8982,Hector and the Search for Happiness,9781615731077
8983,"Between, Georgia",9780446699457
8984,"Faking It (Dempseys, #2)",9780062245380
8985,Underground: The Tokyo Gas Attack and the Japanese Psyche,9780099461098
8986,"The Twentieth Wife (Taj Mahal Trilogy, #1)",9780743428187
8987,"Captured (The Captive, #1)",9780312181109
8988,Split Infinity  (Apprentice Adept #1),9780345354914
8989,Sex God: Exploring the Endless Connections between Sexuality and Spirituality,9780310263463
8990,A Vintage Affair,9780007245826
8991,The Buddha of Suburbia,9780140131680
8992,"Breathe (Breathe, #1)",9780062118691
8993,The Voice of the Night,9780425128169
8994,The Girl from Krakow,
8995,Justice: What's the Right Thing to Do?,9780374180652
8996,13 Hours: The Inside Account of What Really Happened In Benghazi,9781455530090
8997,"Succubus Shadows (Georgina Kincaid, #5)",9780758232007
8998,Roses,9781619634442
8999,Crazy For You,9780312932817
9000,Letter to My Daughter,9781400066124
9001,The Post-Birthday World,9780061187841
9002,The Man Who Walked Between the Towers,9780439700412
9003,The Double,9780486295725
9004,"Thorn Queen (Dark Swan, #2)",9780553819878
9005,"Lost & Found (Rocky Pelligrino, #1)",9781484148037
9006,The Tale of Mrs. Tiggy-Winkle,9780723247753
9007,"For Love of Evil (Incarnations of Immortality, #6)",9780380752850
9008,Blackberry Winter,9780452298385
9009,Trouble Is My Business,9780394757643
9010,"An Acceptable Time (A Wrinkle in Time Quintet, #5)",9780440208143
9011,The Third Secret,9780345476135
9012,"Charlie Bone and the Shadow (The Children of the Red King, #7)",9780439846691
9013,Love Bites (Argeneau #2),9780505525536
9014,Hard Choices,9781476751443
9015,"Batman: No Man's Land, Vol. 1",9781563895647
9016,The End of Poverty,9780143036586
9017,Half Blood Blues,9781846687754
9018,The Kindness of Strangers,9780060564780
9019,Emmy & Oliver,
9020,The Sculptor,9781596435735
9021,Roller Girl,9780803740167
9022,The Best Nest,9780394800516
9023,"Beyond Exile (Day by Day Armageddon,# 2)",9781439177525
9024,Braveheart,9780671522810
9025,"Fables, Vol. 7: Arabian Nights [and Days] (Fables, #7)",9781401210007
9026,Call Me by Your Name,9781786495259
9027,Fugitive Pieces,9780679776598
9028,"Armageddon's Children (Genesis of Shannara, #1)",9780345484086
9029,The Cobra Event,9780679457145
9030,"Everbound (Everneath, #2)",9780062071163
9031,The Hole in Our Gospel: What does God expect of Us? The Answer that Changed my Life and Might Just Change the World,9780785229186
9032,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,9781932740080
9033,"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001",9780143034667
9034,La vida del Lazarillo de Tormes,9788489163416
9035,Broken Grace,
9036,The Midwich Cuckoos,9780345299116
9037,I Am Livia,
9038,Smoke Screen,9781416563068
9039,Bone: Tall Tales,9780545140966
9040,The Fourteenth Goldfish,9780375870644
9041,Tawny Scrawny Lion,9780307021687
9042,Peace Child: An Unforgettable Story of Primitive Jungle Treachery in the 20th Century,9780830737840
9043,Libra,9780140156041
9044,The Honourable Schoolboy,9780743457910
9045,"Renegade's Magic (Soldier Son, #3)",9780061473128
9046,"Second Shift: Order (Shift, #2)",
9047,"The Tenth Insight: Holding the Vision (Celestine Prophecy, #2)",9780446674577
9048,"The Interpretation of Murder (Freud, #1)",9780755331420
9049,Superman: Birthright,9781401202521
9050,Curious George Visits the Library,9780618065684
9051,Arthur & George,9781400097036
9052,"Truth Will Prevail (The Work and the Glory, #3)",
9053,"Sins & Needles (The Artists Trilogy, #1)",9781479359080
9054,A Little History of the World,9780300108835
9055,"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)",9781452365862
9056,"Fruits Basket, Vol. 4",9781591826064
9057,"Women, Food and God: An Unexpected Path to Almost Everything",9781416543077
9058,Palace Walk (The Cairo Trilogy #1),9780385264662
9059,"First to Kill (Nathan McBride, #1)",9780060856267
9060,How I Raised Myself from Failure to Success in Selling,9780671794378
9061,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",9780805098235
9062,"Lucky (Lucky Santangelo, #2)",9780446579933
9063,Wicked - Piano/Vocal Arrangement,9780634078811
9064,If Life Is a Bowl of Cherries What Am I Doing in the Pits?,9780449208397
9065,"Vagabond (The Grail Quest, #2)",9780374528041
9066,Little Lord Fauntleroy,9781934169230
9067,"Sometimes Never (Sometimes Never, #1)",9781481268509
9068,"The Mystery Knight (The Tales of Dunk and Egg, #3)",
9069,"Double Time (Sinners on Tour, #5)",9781402271519
9070,"Red Glove (Curse Workers, #2)",9781442403390
9071,"The Magic (The Secret, #3)",9780765376459
9072,Kulti,
9073,Too Busy Not to Pray: Slowing Down to Be With God,9780830819713
9074,Indignation,9780547054841
9075,Open City,9781400068098
9076,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",9780752853710
9077,"Witches of East End (The Beauchamp Family, #1)",
9078,All He Ever Wanted,9780316010368
9079,The Fifth Dominion (Imajica Part #1/2),9780061094149
9080,"Worth the Fight (MMA Fighter, #1)",
9081,Rose Daughter,9780441005833
9082,"Fools Rush In (Weddings by Bella, #1)",9780373771097
9083,Ruby Holler,9780060560157
9084,"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto",9780451229861
9085,"The Pagan Lord (The Saxon Stories, #7)",9780007331901
9086,See You at the Top,9781565547063
9087,The North Water,9781627795944
9088,"The Forge of God (Forge of God, #1)",9780765301079
9089,"In the Clearing (Tracy Crosswhite, #3)",
9090,"Hidden Order (Scot Harvath, #12)",9781476717098
9091,Eleanor of Aquitaine: A Life ,9780345434876
9092,"Agamemnon (Oresteia, #1)",9780140443332
9093,"Staked (The Iron Druid Chronicles, #8)",9780312060169
9094,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,9780812694550
9095,"Sweet Persuasion (Sweet, #2)",9780425227701
9096,"Redeemed (House of Night, #12)",9781590525135
9097,"Do No Harm: Stories of Life, Death and Brain Surgery",9780297869870
9098,Jennifer Government,9780349117621
9099,The Christmas Train,9780446615754
9100,"Dark Destiny (Dark, #13)",9780843950502
9101,"Batman: The Dark Knight Strikes Again (The Dark Knight Saga, #2)",9781563899294
9102,Me: Stories of My Life,9780345410092
9103,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,9781585425525
9104,"After Ever Happy (After, #4)",9781501106408
9105,The Auschwitz Escape,9781414336244
9106,Made in America: An Informal History of the English Language in the United States,9780380713813
9107,The Drama of the Gifted Child: The Search for the True Self,9780465016907
9108,The Case of Charles Dexter Ward,9780345354907
9109,Soon I Will Be Invincible,9780375424861
9110,Paint it Black,9780316182744
9111,"Ever After (Lost Love, #2)",9780061957918
9112,Last Orders,9780330489676
9113,Mythologies,9780393356182
9114,Poetics,9780140446364
9115,Wife 22,9780345527950
9116,Before I Go,9780062060556
9117,Travel Team,9780142404621
9118,The Flight of Gemma Hardy,9780062064226
9119,"Saint (Paradise, #2)",9780451474704
9120,Groundwork of the Metaphysics of Morals,9780521626958
9121,"Crimson Shore (Pendergast, #15)",9781455525928
9122,More Than Human,9780375703713
9123,"Burn (Michael Bennett, #7)",9781442440753
9124,The King's Agent,9780758246820
9125,The Healer (O'Malley #5),9780778313076
9126,Islands in the Stream,9780743253420
9127,The Guardian (O'Malley #2),9780446696111
9128,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)",9781421536705
9129,Naive. Super,9781841956725
9130,"The Noticer: Sometimes, All a Person Needs Is a Little Perspective",9780785229216
9131,Under the Net,9780140014457
9132,Capital,9780674430006
9133,"Lenobia's Vow (House of Night Novellas, #2)",9781250000248
9134,"The Goal (Off-Campus, #4)",9780884271789
9135,"The Boyfriend Thief (Stolen Kiss, #1)",
9136,"The Lewis Man (The Lewis Trilogy, #2)",9780857382207
9137,"The Elves of Cintra (Genesis of Shannara, #2)",9780345484116
9138,"Priestess of the White (Age of the Five, #1)",9780060815707
9139,"The Vision (Fallen Star, #3)",9780425227510
9140,The Gemini Contenders,9780553282092
9141,"The Field of Swords (Emperor, #3)",9780440240969
9142,Abandon,9780545284103
9143,"Final Jeopardy (Alexandra Cooper, #1)",9780671010126
9144,April 1865: The Month That Saved America,9780060899684
9145,"The Haunted (The Hollow, #2)",9781400032822
9146,The Protector (O'Malley #4),
9147,Tell Me Three Things,9780553535648
9148,"The It Girl (It Girl, #1)",
9149,Single White Vampire (Argeneau #3),9780505525529
9150,Social Intelligence: The New Science of Human Relationships,9780553803525
9151,Diary ng Panget,9789710573653
9152,"Call Me Irresistible (Wynette, Texas #5)",9780061351525
9153,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,9781401900120
9154,Promise Not to Tell,9780061143311
9155,"A Modern Witch (A Modern Witch, #1)",
9156,The Traveler's Gift: Seven Decisions that Determine Personal Success,9780785273226
9157,"Shine Not Burn (Shine Not Burn, #1)",
9158,Double Identity,9780689873799
9159,Si-cology 1: Tales and Wisdom from Duck Dynasty's Favorite Uncle,9781476745374
9160,"Darth Paper Strikes Back (Origami Yoda, #2)",9781419700279
9161,"The Girl in the Steel Corset (Steampunk Chronicles, #1)",9780373210336
9162,"Gut gegen Nordwind (Gut gegen Nordwind, #1)",9783552060418
9163,My Brother Sam Is Dead,9780439783606
9164,Dream Man,
9165,Rubicon: The Last Years of the Roman Republic,9781400078974
9166,"The Green Mile, Part 6: Coffey on the Mile",9780451190574
9167,Catalyst,9780142400012
9168,"Nice Girls Don't Have Fangs (Jane Jameson, #1)",9781416589426
9169,Belinda,9780425176658
9170,"When Beauty Tamed the Beast (Fairy Tales, #2)",9780062021274
9171,"Miles to Go (The Walk, #2)",9781423119920
9172,"The Gift (Crown's Spies, #3)",9780356500157
9173,My Friend Dahmer,9781419702174
9174,"The Lion's Lady (Crown's Spies, #1)",9780671737832
9175,Beach Town,9781250065933
9176,Heart on a Chain,
9177,"The Legend of Luke (Redwall, #12)",9780142501092
9178,Babe: The Gallant Pig,9780375829703
9179,Wishin' and Hopin',
9180,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever",9780345520487
9181,Influencer: The Power to Change Anything,9780071484992
9182,The Hand of Oberon (The Chronicles of Amber #4),9780380016648
9183,"No Place to Run (KGI, #2)",9780425238196
9184,"The Dragonslayer (Bone, #4)",9780547738475
9185,Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss,9780316735506
9186,"A Week to Be Wicked (Spindle Cove, #2)",9780062049872
9187,Rain Reign,9780312643003
9188,"Claimed By Shadow (Cassandra Palmer, #2)",9780451461520
9189,"Meet Samantha: An American Girl (American Girls: Samantha, #1)",9780937295809
9190,The Secret Scripture,9780571215287
9191,Batwoman: Elegy,9781401226923
9192,When the Emperor Was Divine,9780385721813
9193,"Foreplay (The Ivy Chronicles, #1)",9780062279873
9194,"Night Prey (Lucas Davenport, #6)",9780006478966
9195,"Clouds of Witness (Lord Peter Wimsey, #2)",9780061043536
9196,"Body Movers (Body Movers, #1)",9780778324829
9197,"The Nasty Bits: Collected Varietal Cuts, Usable Trim, Scraps, and Bones",9781582344515
9198,Lincoln in the Bardo,9780812995343
9199,"Zero History (Blue Ant, #3)",9780399156823
9200,Sophie & Carter,9781935089445
9201,"Small Steps (Holes, #2)",9780385733144
9202,The Wicked Girls,9781847445209
9203,"Agents of Light and Darkness (Nightside, #2)",9780441011131
9204,Stand on Zanzibar,9781857988369
9205,Homer's Odyssey,9780385343855
9206,"Sad Cypress (Hercule Poirot, #21)",9780007120710
9207,Avatar Volume 1: The Last Airbender (Avatar #1),9781595328915
9208,"Five Go to Smuggler's Top (Famous Five, #4)",9780340796184
9209,"Indemnity Only (V.I. Warshawski, #1)",9780440210696
9210,"Five Run Away Together (Famous Five, #3)",9780340796177
9211,The Promise,9781595141989
9212,A Redbird Christmas,9780345480262
9213,The Haj,9780553248647
9214,"The Darkest Road (The Fionavar Tapestry, #3)",9780451451804
9215,"Summer of My German Soldier (Summer of My German Soldier, #1)",9780440900566
9216,Rogues,9780385539432
9217,"The Midwife's Revolt (The Midwife Series, #1)",
9218,"Bound by Honor (Born in Blood Mafia Chronicles, #1)",9781311736420
9219,Anti-Stepbrother,
9220,"Deeper Than Midnight (Midnight Breed, #9)",9780440246114
9221,"Mercy Blade (Jane Yellowrock, #3)",9780451463722
9222,I Do -- But I Don't,9780743496971
9223,"Skippyjon Jones in Mummy Trouble (Skippyjon Jones, #3)",9780525477549
9224,Daily Rituals: How Artists Work,9780307273604
9225,"The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life beyond This World",9781414336060
9226,"Knight & Stay (Knight, #2)",
9227,"An Incomplete Revenge (Maisie Dobbs, #5)",9780719569517
9228,The Night Sister,9780385538510
9229,You Don't Have to Say You Love Me,9780316270755
9230,"Tales from Earthsea (Earthsea Cycle, #5)",9780441011247
9231,The Sound of Things Falling,9781594487484
9232,"Maid for the Billionaire (Legacy Collection, #1)",2940012482143
9233,Ashley Bell,9780345545961
9234,Johnny Mnemonic,9780002246187
9235,"Rogue Squadron (Star Wars: X-Wing, #1)",9780553568011
9236,Fine Things,9780440244059
9237,"The Chase (Isaac Bell, #1)",9780743290111
9238,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,9780143036531
